,(Percent * Avg Return)/(Contract * Day),Strike Date,Call Price,Call Bid,Call Amount,Put Price,Put Bid,Put Amount,Percent Chance In Money
28,1.7913170459511634,2022-01-21,65.0,69.1,0.0,160.0,30.95,1.0,77.46920492721165
29,1.7878231675810372,2021-09-17,65.0,69.1,0.0,180.0,47.5,2.0,73.26015367727771
30,1.78462520638088,2021-03-19,65.0,69.1,0.0,150.0,21.3,2.0,79.10352187833512
31,1.7796327871929691,2021-09-17,65.0,69.1,0.0,180.0,47.5,1.0,73.23819978046103
32,1.7722942549839695,2021-03-19,65.0,69.1,0.0,150.0,21.3,1.0,79.06083244397011
33,1.7699041514447995,2021-03-19,65.0,69.1,0.0,145.0,17.95,2.0,81.47278548559231
34,1.7563470120534361,2021-03-19,65.0,69.1,0.0,145.0,17.95,1.0,81.38740661686232
35,1.753362008961528,2021-03-19,65.0,69.1,0.0,155.0,24.9,2.0,76.60618996798293
36,1.7439229900753288,2021-03-19,65.0,69.1,0.0,160.0,28.85,2.0,74.96264674493062
37,1.7424195406988754,2020-12-18,70.0,64.1,0.0,150.0,20.0,2.0,74.61052631578947
38,1.7408906955413828,2021-03-19,65.0,69.1,0.0,155.0,24.9,1.0,76.54215581643543
39,1.7330271673070508,2021-09-17,65.0,69.1,0.0,185.0,51.75,2.0,72.18441273326015
40,1.7329688839659467,2021-03-19,65.0,69.1,0.0,165.0,33.05,2.0,73.38313767342582
41,1.7325054272378866,2021-09-17,65.0,69.1,0.0,145.0,20.45,2.0,81.29527991218441
42,1.730676940709471,2021-03-19,65.0,69.1,0.0,160.0,28.85,1.0,74.85592315901815
43,1.728234173649413,2020-12-18,70.0,64.1,0.0,150.0,20.0,1.0,74.56842105263158
44,1.7250507305118055,2021-06-18,70.0,64.1,0.0,175.0,42.6,2.0,73.96103896103897
45,1.7246615600748243,2021-06-18,70.0,64.1,0.0,160.0,29.85,2.0,77.96536796536796
46,1.724433119317231,2021-09-17,65.0,69.1,0.0,185.0,51.75,1.0,72.14050493962678
47,1.7242636546098746,2021-06-18,70.0,64.1,0.0,165.0,33.95,2.0,76.58008658008659
48,1.7235431333712552,2021-09-17,65.0,69.1,0.0,145.0,20.45,1.0,81.27332601536773
49,1.7231909034803576,2021-06-18,70.0,64.1,0.0,150.0,22.4,2.0,81.01731601731602
50,1.7219164127903535,2021-03-19,65.0,69.1,0.0,165.0,33.05,1.0,73.36179295624333
51,1.714747959708952,2021-06-18,70.0,64.1,0.0,160.0,29.85,1.0,77.94372294372295
52,1.7145913548876948,2021-06-18,70.0,64.1,0.0,175.0,42.6,1.0,73.8961038961039
53,1.713054982246017,2021-06-18,70.0,64.1,0.0,165.0,33.95,1.0,76.49350649350649
54,1.7129642222850125,2020-12-18,70.0,64.1,0.0,160.0,27.7,2.0,71.26315789473684
55,1.7120107922272654,2021-06-18,70.0,64.1,0.0,150.0,22.4,1.0,80.95238095238095
56,1.7055771336262193,2020-12-18,70.0,64.1,0.0,155.0,23.6,2.0,72.71578947368421
57,1.7050665487068106,2021-03-19,65.0,69.1,0.0,170.0,37.35,2.0,72.25186766275347
58,1.7040974811661227,2020-12-18,70.0,64.1,0.0,145.0,16.55,2.0,77.01052631578948
59,1.6993427099240843,2020-12-18,70.0,64.1,0.0,160.0,27.7,1.0,71.22105263157896
60,1.6942792014043788,2022-01-21,65.0,69.1,0.0,155.0,27.0,2.0,78.65621500559911
61,1.694177089127104,2021-03-19,65.0,69.1,0.0,170.0,37.35,1.0,72.23052294557097
62,1.69172293406396,2020-12-18,70.0,64.1,0.0,155.0,23.6,1.0,72.67368421052632
63,1.6895387998826785,2020-12-18,70.0,64.1,0.0,145.0,16.55,1.0,76.96842105263157
64,1.6854436860569972,2022-01-21,65.0,69.1,0.0,155.0,27.0,1.0,78.56662933930572
65,1.6812506022129157,2020-07-17,75.0,59.1,0.0,155.0,21.15,2.0,67.92181069958848
66,1.6797310821169504,2022-01-21,65.0,69.1,0.0,195.0,60.0,2.0,70.54871220604704
67,1.6773925364248028,2021-06-18,70.0,64.1,0.0,170.0,38.0,2.0,74.87012987012987
68,1.6724760982353644,2021-06-18,70.0,64.1,0.0,180.0,46.85,2.0,72.68398268398269
69,1.6724674660702383,2022-01-21,65.0,69.1,0.0,195.0,60.0,1.0,70.50391937290034
70,1.6654358957369177,2021-06-18,70.0,64.1,0.0,170.0,38.0,1.0,74.74025974025975
71,1.6626614374286997,2021-06-18,70.0,64.1,0.0,145.0,18.95,2.0,82.35930735930735
72,1.661696227612193,2021-06-18,70.0,64.1,0.0,180.0,46.85,1.0,72.59740259740259
73,1.6574630908529768,2020-07-17,75.0,59.1,0.0,155.0,21.15,1.0,67.75720164609054
74,1.656473070171806,2020-12-18,70.0,64.1,0.0,165.0,31.8,2.0,69.97894736842105
75,1.6541096823698898,2020-12-18,70.0,64.1,0.0,170.0,36.3,2.0,69.03157894736842
76,1.6518234589176062,2021-06-18,70.0,64.1,0.0,145.0,18.95,1.0,82.31601731601732
77,1.6507276338609396,2022-01-21,65.0,69.1,0.0,200.0,64.5,2.0,69.92161254199328
78,1.6435281533814183,2022-01-21,65.0,69.1,0.0,200.0,64.5,1.0,69.87681970884658
79,1.6430943390761161,2020-12-18,70.0,64.1,0.0,165.0,31.8,1.0,69.93684210526315
80,1.6403857145441605,2020-12-18,70.0,64.1,0.0,170.0,36.3,1.0,68.96842105263158
81,1.6390185639464436,2021-06-18,70.0,64.1,0.0,140.0,16.2,2.0,84.11255411255412
82,1.6279987461100156,2021-06-18,70.0,64.1,0.0,140.0,16.2,1.0,84.06926406926407
83,1.6236062465162997,2020-06-19,70.0,64.1,0.0,155.0,20.85,2.0,65.28688524590164
84,1.6187831528977796,2020-07-17,75.0,59.1,0.0,145.0,13.5,2.0,73.29218106995884
85,1.6171053323551776,2020-12-18,70.0,64.1,0.0,140.0,13.45,2.0,80.35789473684211
86,1.607132954575021,2021-03-19,65.0,69.1,0.0,140.0,14.55,2.0,83.56456776947705
87,1.605882531381465,2021-09-17,65.0,69.1,0.0,140.0,17.45,2.0,83.13940724478594
88,1.6058119092054304,2020-09-18,70.0,64.1,0.0,150.0,18.3,2.0,70.7165109034268
89,1.6035802322189556,2022-01-21,65.0,69.1,0.0,150.0,23.6,2.0,80.15677491601345
90,1.6024583359319808,2020-12-18,70.0,64.1,0.0,140.0,13.45,1.0,80.33684210526316
91,1.5994099014963372,2021-03-19,65.0,69.1,0.0,135.0,12.35,2.0,86.97972251867662
92,1.5965647580026314,2020-06-19,70.0,64.1,0.0,155.0,20.85,1.0,65.06147540983606
93,1.5963495523893991,2021-09-17,65.0,69.1,0.0,140.0,17.45,1.0,83.09549945115258
94,1.5956424819636716,2022-01-21,65.0,69.1,0.0,150.0,23.6,1.0,80.11198208286675
95,1.5947690065640947,2020-07-17,75.0,59.1,0.0,145.0,13.5,1.0,73.1687242798354
96,1.5938952167242468,2021-03-19,65.0,69.1,0.0,140.0,14.55,1.0,83.50053361792956
97,1.5918308837460382,2021-09-17,65.0,69.1,0.0,190.0,55.6,2.0,70.55982436882546
98,1.587190091234505,2020-09-18,70.0,64.1,0.0,150.0,18.3,1.0,70.61266874350987
99,1.5861245757469784,2021-03-19,65.0,69.1,0.0,135.0,12.35,1.0,86.93703308431164
